"ID","Idade","Renda","Regiao","Genero","seguro auto","seguro vida Emp","seguro vida PF","Seguro Residencial","Investimento Fundos_cambiais","Investimento Fundos_commodities","Investimento LCI","Investimento LCA","Investimento Poupanca","Investimento Fundos Multimercado","Investimento Tesouro Direto","Financiamento Casa","Financiamento Carro","Emprestimo _pessoal","Emprestimo _consignado","Emprestimo _limite_especial","Emprestimo _educacao","Emprestimo _viagem","Investimento CDB","Investimento Fundos","RECOMMENDATION_1","CONFIDENCE_1","RECOMMENDATION_2","CONFIDENCE_2","RECOMMENDATION_3","CONFIDENCE_3"
1094,23.826,7558.996,"NE",1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1116,23.067,8017.511,"NE",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
1119,21.557,7477.476,"N",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1127,46.051,8685.551,"S",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Investimento LCI","0.98697","Investimento Fundos_cambiais","0.97485","Investimento CDB","0.97414"
1132,32.248,9161.201,"S",1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1177,50.909,7200.431,"CO",1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1194,40.918,7333.91,"SE",1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1198,35.666,7167.777,"S",1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1198,35.666,7167.777,"S",1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1198,50.695,7636.149,"NE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1198,50.695,7636.149,"NE",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1198,35.666,7167.777,"S",1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1198,50.695,7636.149,"NE",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1198,50.695,7636.149,"NE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1198,35.666,7167.777,"S",1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1210,45.278,6714.432,"NE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
1217,56.385,7139.874,"CO",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Investimento Fundos_commodities","0.99167","Investimento Fundos_cambiais","0.97485","Investimento CDB","0.97414"
1239,68.019,7925.655,"SE",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99816","seguro vida PF","0.99048","seguro vida Emp","0.98436"
1256,31.028,10312.052,"SE",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Investimento Fundos_commodities","0.99167","Investimento Fundos_cambiais","0.97485","Investimento CDB","0.97414"
1264,52.149,8329.85,"S",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Emprestimo _limite_especial","0.97273","Emprestimo _consignado","0.95352","False","False"
1280,42.927,8097.705,"SE",0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1284,33.612,8206.464,"NE",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
1320,42.747,6429.209,"S",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1321,25.354,7946.824,"SE",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1340,31.478,7627.337,"NE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Seguro Residencial","0.99789","seguro auto","0.98748","seguro vida PF","0.9868"
1357,22.048,8243.058,"SE",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
1371,27.084,8434.052,"NE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
1376,53.578,6856.32,"S",1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1376,50.08,7207.218,"SE",1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1376,50.08,7207.218,"SE",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1376,53.578,6856.32,"S",1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1376,53.578,6856.32,"S",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1376,53.578,6856.32,"S",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1376,50.08,7207.218,"SE",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1376,50.08,7207.218,"SE",1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1387,47.944,7779.524,"CO",1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
1394,33.486,7445.469,"S",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
1403,49.534,7009.215,"S",0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048","seguro auto","0.98748"
1424,73.64,7318.018,"CO",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
1446,51.983,7818.061,"CO",0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"seguro vida PF","0.99048","seguro auto","0.98748","seguro vida Emp","0.98436"
1467,57.85,6943.308,"NE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
1491,32.828,6924.499,"CO",1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
1503,30.736,8216.329,"S",1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1512,22.865,8358.508,"SE",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
1517,47.404,7993.075,"NE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Seguro Residencial","0.99789","seguro auto","0.98748","seguro vida PF","0.9868"
1533,36.147,10177.463,"SE",0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1544,45.014,8555.527,"NE",1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1550,37.004,6684.662,"SE",0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
1569,23.489,7126.112,"SE",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1571,31.011,7023.718,"S",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"seguro vida PF","0.99048","seguro auto","0.98748","Investimento LCI","0.98697"
1584,42.827,6697.742,"SE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
1590,42.541,8173.641,"SE",0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"seguro vida PF","0.99048","seguro auto","0.98748","Emprestimo _pessoal","0.98559"
1594,41.496,7573.653,"CO",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1600,47.168,9747.181,"NE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
1613,53.808,6603.974,"NE",1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1635,47.054,7377.854,"CO",1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1638,38.083,7559.091,"SE",1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
1640,49.853,7247.695,"S",1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1650,19.689,7312.56,"N",0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
1660,44.562,8631.708,"SE",1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1689,43.732,7282.921,"SE",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Emprestimo _pessoal","0.98559","Investimento Fundos","0.97715","Investimento CDB","0.97414"
1695,43.49,8800.394,"S",0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1709,50.399,6924.99,"SE",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1710,63.596,7995.014,"SE",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1715,50.967,8189.253,"NE",1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1715,50.967,8189.253,"NE",1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1715,27.585,6174.574,"SE",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1715,27.585,6174.574,"SE",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1715,27.585,6174.574,"SE",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1715,27.585,6174.574,"SE",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
1715,50.967,8189.253,"NE",1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
